sample_name	birth_date	body_weight_at_sacrifice	body_weight_at_sacrifice_unit	collection_date	collection_timestamp	condition	country	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	facility	facs_presorted_bacteria	fat	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_cageid	host_common_name	host_genotype	host_height	host_height_units	host_life_stage	host_scientific_name	host_strain	host_subject_id	host_taxid	host_vendor	host_weight	host_weight_units	latitude	liver_weight	liver_weight_unit	longitude	physical_specimen_location	physical_specimen_remaining	qiita_sample_type	qiita_study_id	sample_type	scientific_name	sex	taxon_id	timepoint	title
15900.s308.S308	2021-09-14 00:00:00	32.3	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.6	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	1	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55188	10090	Janvier Labs	32.9	g	51.206417488638486	1.3	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s309.1.S309.1	2021-09-14 00:00:00	30.9	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.58	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	4	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55198	10090	Janvier Labs	32.7	g	51.206417488638486	1.58	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s309.S309	2021-09-14 00:00:00	30.9	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.58	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	4	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55198	10090	Janvier Labs	32.7	g	51.206417488638486	1.58	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s31.S31	2021-09-16 00:00:00	not collected	g	2021-11-25 00:00:00	2021-11-25 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	11	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55223	10090	Janvier Labs	19.7	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s310.1.S310.1	2021-09-16 00:00:00	21.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.39	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	8	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55214	10090	Janvier Labs	22.5	g	51.206417488638486	1.02	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s310.S310	2021-09-16 00:00:00	21.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.39	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	8	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55214	10090	Janvier Labs	22.5	g	51.206417488638486	1.02	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s311.1.S311.1	2021-09-14 00:00:00	32.4	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.35	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	6	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55202	10090	Janvier Labs	33.9	g	51.206417488638486	1.69	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s311.S311	2021-09-14 00:00:00	32.4	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.35	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	6	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55202	10090	Janvier Labs	33.9	g	51.206417488638486	1.69	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s312.1.S312.1	2021-09-16 00:00:00	25.7	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.68	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55211	10090	Janvier Labs	27.7	g	51.206417488638486	1.24	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s312.S312	2021-09-16 00:00:00	25.7	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.68	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	7	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55211	10090	Janvier Labs	27.7	g	51.206417488638486	1.24	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s313.1.S313.1	2021-09-16 00:00:00	22.8	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.4	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	9	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55218	10090	Janvier Labs	22.8	g	51.206417488638486	1.13	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s313.S313	2021-09-16 00:00:00	22.8	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.4	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	9	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55218	10090	Janvier Labs	22.8	g	51.206417488638486	1.13	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s314.1.S314.1	2021-09-16 00:00:00	22.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.32	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	9	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55217	10090	Janvier Labs	24.3	g	51.206417488638486	0.95	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s314.S314	2021-09-16 00:00:00	22.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.32	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	9	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55217	10090	Janvier Labs	24.3	g	51.206417488638486	0.95	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s315.1.S315.1	2021-09-14 00:00:00	30.8	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.74	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	5	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55200	10090	Janvier Labs	32.4	g	51.206417488638486	1.42	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s315.S315	2021-09-14 00:00:00	30.8	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.74	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	5	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55200	10090	Janvier Labs	32.4	g	51.206417488638486	1.42	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s316.1.S316.1	2021-09-14 00:00:00	31.5	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.51	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55190	10090	Janvier Labs	33.8	g	51.206417488638486	1.61	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s316.S316	2021-09-14 00:00:00	31.5	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.51	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55190	10090	Janvier Labs	33.8	g	51.206417488638486	1.61	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s317.1.S317.1	2021-09-16 00:00:00	22.6	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.35	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55220	10090	Janvier Labs	23.3	g	51.206417488638486	1.18	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s317.S317	2021-09-16 00:00:00	22.6	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.35	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	10	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55220	10090	Janvier Labs	23.3	g	51.206417488638486	1.18	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s318.1.S318.1	2021-09-16 00:00:00	23.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.31	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55227	10090	Janvier Labs	24.6	g	51.206417488638486	1.09	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s318.S318	2021-09-16 00:00:00	23.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.31	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55227	10090	Janvier Labs	24.6	g	51.206417488638486	1.09	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s319.1.S319.1	2021-09-14 00:00:00	32.9	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.14	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55191	10090	Janvier Labs	34.2	g	51.206417488638486	1.62	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s319.S319	2021-09-14 00:00:00	32.9	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	1.14	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	2	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55191	10090	Janvier Labs	34.2	g	51.206417488638486	1.62	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s32.S32	2021-09-16 00:00:00	not collected	g	2021-11-25 00:00:00	2021-11-25 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	not collected	Germany:NRW:Duesseldorf	10	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:colon	11	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55224	10090	Janvier Labs	19.7	g	51.206417488638486	not collected	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	colon content	15900	colon content	mouse gut metagenome	female	410661	0w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s320.1.S320.1	2021-09-16 00:00:00	21.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.27	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	8	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55213	10090	Janvier Labs	21.9	g	51.206417488638486	0.99	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s320.S320	2021-09-16 00:00:00	21.3	g	2022-02-16 00:00:00	2022-02-16 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.27	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	8	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55213	10090	Janvier Labs	21.9	g	51.206417488638486	0.99	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s321.1.S321.1	2021-09-14 00:00:00	29.1	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.69	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	4	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55197	10090	Janvier Labs	30.7	g	51.206417488638486	1.53	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s321.S321	2021-09-14 00:00:00	29.1	g	2022-02-14 00:00:00	2022-02-14 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.69	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	4	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55197	10090	Janvier Labs	30.7	g	51.206417488638486	1.53	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s322.1.S322.1	2021-09-14 00:00:00	30.6	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.93	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	3	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55194	10090	Janvier Labs	31.9	g	51.206417488638486	1.41	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s322.S322	2021-09-14 00:00:00	30.6	g	2022-02-14 00:00:00	2022-02-14 00:00:00	control	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.93	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	3	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55194	10090	Janvier Labs	31.9	g	51.206417488638486	1.41	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	male	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
15900.s323.1.S323.1	2021-09-16 00:00:00	21.5	g	2022-02-16 00:00:00	2022-02-16 00:00:00	TCDD	Germany	Mouse gut microbiome, TCDD treated over time within SPF	TRUE	41.17	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	intestine environment	host-associated	SPF	FALSE	0.18	Germany:NRW:Duesseldorf	22	weeks	UBERON:gastrointestinal system	not collected	UBERON:lumen of gut	UBERON:caecum	12	mouse	wt	not collected	cm	adult	Mus musculus	C57BL/6JRj	55226	10090	Janvier Labs	22.1	g	51.206417488638486	1.13	g	6.78557572382138	Leibniz-Institut fuer umweltmedizinische Forschung	TRUE	caecum content	15900	caecum content	mouse gut metagenome	female	410661	12w	Long term, low-dose TCDD oral exposure changes gut microbial glycosylation patterns in female but not male C57BL6 mice
